1,2
2,2
3,2
4,1
5,2
6,1
7,2
8,2
9,2
10,2
11,2
12,0
13,0
14,0
15,1
16,1
17,2
18,2
19,2
20,2
21,2
22,2
23,1
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,1
34,2
35,2
36,1
37,0
38,1
39,2
40,1
41,0
42,2
43,2
44,2
45,2
46,2
47,2
48,1
49,2
50,2
51,2
52,2
53,2
54,1
55,2
56,1
57,2
58,2
59,2
60,2
61,2
62,1
63,2
64,2
65,2
66,1
67,2
68,2
69,1
70,2
71,2
72,2
73,2
74,2
75,2
76,1
77,2
78,2
79,2
80,2
81,1
82,2
83,2
84,2
85,1
86,2
87,2
88,2
89,2
90,2
91,1
92,1
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,1
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,1
112,2
113,0
114,2
115,1
116,2
117,2
118,2
119,2
120,2
121,1
122,2
123,2
124,1
125,1
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,1
135,2
136,2
137,1
138,2
139,2
140,2
141,2
142,2
143,2
144,1
145,2
146,2
147,2
148,1
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,0
158,2
159,2
160,1
161,0
162,2
163,0
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,1
176,2
177,1
178,2
179,2
180,2
181,2
182,2
183,2
184,1
185,1
186,2
187,2
188,2
189,2
190,1
191,0
192,2
193,2
194,1
195,2
196,2
197,2
198,2
199,2
200,2
201,1
202,1
203,2
204,0
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,1
214,0
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,0
225,2
226,2
227,1
228,1
229,2
230,1
231,2
232,2
233,2
234,2
235,2
236,0
237,0
238,0
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,2
249,2
250,1
251,0
252,2
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,1
262,2
263,2
264,2
265,2
266,0
267,2
268,1
269,2
